einzelplan;einzelplan-text;einnahmen-ausgaben;einnahmen-ausgaben-art;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll;titelgruppe;tgr-text
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;11101;649;Gebühren, sonstige Entgelte; ;136;13750;;
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;11201;610;Geldstrafen, Geldbußen und Gerichtskosten; ;136;10;;
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;11999;610;Vermischte Einnahmen; ;136;30;;
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;13201;610;Erlöse aus der Veräußerung von beweglichen Sachen; ;136;5;;
09;Bundesministerium für Wirtschaft und Energie;E;Übrige Einnahmen;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;26601;680;Erstattungen durch die internationale Organisation für das Verbot chemischer Waffen; ;136;0;;
09;Bundesministerium für Wirtschaft und Energie;E;Übrige Einnahmen;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;38101;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen; ;136;0;;
09;Bundesministerium für Wirtschaft und Energie;A;Sächliche Verwaltungsausgaben;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;51802;610;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;137;2245;;
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;67101;680;Ausgaben anlässlich von Inspektionen und Untersuchungen aufgrund des Chemiewaffenübereinkommens;nein;137;100;;
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;68301;680;Entschädigungsleistungen im Rahmen von Durchfuhrkontrollverfahren sowie Verfahren zur Erteilung und Aufhebung von Genehmigungen im Außenwirtschaftsverkehr;nein;137;0;;
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42719;610;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;nein;138;0;01;Durchführung von Aufträgen anderer Bundesbehörden
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;54711;610;Nicht aufteilbare sächliche Verwaltungsausgaben;nein;138;0;01;Durchführung von Aufträgen anderer Bundesbehörden
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42221;610;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;nein;138;1885;02;Ausgaben für die der Germany Trade and Invest - Gesellschaft für Außenwirtschaft und Standortmarketing mbH (GTAI) gestellten Beamtinnen und Beamten sowie Arbeitnehmerinnen und Arbeitnehmer
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42729;610;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;nein;138;96;02;Ausgaben für die der Germany Trade and Invest - Gesellschaft für Außenwirtschaft und Standortmarketing mbH (GTAI) gestellten Beamtinnen und Beamten sowie Arbeitnehmerinnen und Arbeitnehmer
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42821;610;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;nein;138;5454;02;Ausgaben für die der Germany Trade and Invest - Gesellschaft für Außenwirtschaft und Standortmarketing mbH (GTAI) gestellten Beamtinnen und Beamten sowie Arbeitnehmerinnen und Arbeitnehmer
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42831;610;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;nein;138;6443;02;Ausgaben für die der Germany Trade and Invest - Gesellschaft für Außenwirtschaft und Standortmarketing mbH (GTAI) gestellten Beamtinnen und Beamten sowie Arbeitnehmerinnen und Arbeitnehmer
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;45321;610;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;nein;138;30;02;Ausgaben für die der Germany Trade and Invest - Gesellschaft für Außenwirtschaft und Standortmarketing mbH (GTAI) gestellten Beamtinnen und Beamten sowie Arbeitnehmerinnen und Arbeitnehmer
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42241;610;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;nein;139;0;04;Durchführung von Aufträgen anderer Bundesbehörden
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42749;610;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;nein;139;0;04;Durchführung von Aufträgen anderer Bundesbehörden
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42841;610;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;nein;139;0;04;Durchführung von Aufträgen anderer Bundesbehörden
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;51841;610;Mieten und Pachten;nein;139;0;04;Durchführung von Aufträgen anderer Bundesbehörden
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;51842;610;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;139;0;04;Durchführung von Aufträgen anderer Bundesbehörden
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;54741;610;Nicht aufteilbare sächliche Verwaltungsausgaben;nein;139;0;04;Durchführung von Aufträgen anderer Bundesbehörden
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;81241;610;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);nein;139;0;04;Durchführung von Aufträgen anderer Bundesbehörden
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42201;610;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;139;17904;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42202;610;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;139;269;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42709;610;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;140;1624;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;42801;610;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;140;22995;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;45201;229;Erstattungen an die Versorgungsanstalt des Bundes und der Länder;ja;140;1;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;45301;610;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;140;40;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;51101;610;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;140;3247;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;51701;610;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;140;893;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;51801;610;Mieten und Pachten;ja;140;0;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;52501;610;Aus- und Fortbildung;ja;140;277;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;52701;610;Dienstreisen;ja;140;508;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;53201;610;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;140;515;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;53999;610;Vermischte Verwaltungsausgaben;ja;140;136;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;71101;610;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;140;148;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;81101;610;Erwerb von Fahrzeugen;ja;141;20;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;81201;610;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;141;414;;
09;Bundesministerium für Wirtschaft und Energie;A;;0916;Bundesamt für Wirtschaft und Ausfuhrkontrolle;81202;610;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;141;523;;
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0917;Bundeskartellamt;11101;610;Gebühren, sonstige Entgelte; ;143;9000;;
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0917;Bundeskartellamt;11201;610;Geldstrafen, Geldbußen und Gerichtskosten; ;143;265000;;
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0917;Bundeskartellamt;11999;610;Vermischte Einnahmen; ;143;26;;
09;Bundesministerium für Wirtschaft und Energie;A;Sächliche Verwaltungsausgaben;0917;Bundeskartellamt;51802;610;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;143;737;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;42201;610;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;144;14065;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;42203;610;Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst;ja;144;12;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;42709;610;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;144;876;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;42801;610;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;144;7103;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;45301;610;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;144;100;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;51101;610;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;144;829;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;51701;610;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;144;855;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;51801;610;Mieten und Pachten;ja;144;1950;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;51901;610;Unterhaltung der Grundstücke und baulichen Anlagen;ja;144;135;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;52501;610;Aus- und Fortbildung;ja;144;160;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;52701;610;Dienstreisen;ja;145;180;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;53201;610;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;145;171;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;53999;610;Vermischte Verwaltungsausgaben;ja;145;83;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;71101;610;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;145;0;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;71201;610;Baumaßnahmen von mehr als 2 000 000 € im Einzelfall;ja;145;0;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;81101;610;Erwerb von Fahrzeugen;ja;145;20;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;81201;610;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;145;130;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;81202;610;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;145;300;;
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;42211;610;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;146;56;01;Monopolkommission
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;42719;610;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;146;375;01;Monopolkommission
09;Bundesministerium für Wirtschaft und Energie;A;;0917;Bundeskartellamt;42811;610;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;146;628;01;Monopolkommission
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);11101;019;Gebühren, sonstige Entgelte; ;149;67263;;
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);11201;019;Geldstrafen, Geldbußen und Gerichtskosten; ;150;450;;
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);11902;019;Leistungen der Länder zur Durchführung von Aufträgen; ;150;0;;
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);11999;019;Vermischte Einnahmen; ;150;100;;
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);12401;019;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;150;47;;
09;Bundesministerium für Wirtschaft und Energie;E;Verwaltungseinnahmen;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);13201;019;Erlöse aus der Veräußerung von beweglichen Sachen; ;150;120;;
09;Bundesministerium für Wirtschaft und Energie;E;Übrige Einnahmen;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);38101;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen; ;150;0;;
09;Bundesministerium für Wirtschaft und Energie;E;Übrige Einnahmen;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);38201;890;Einnahmen von Gebühren für die Energieregulierung im Auftrag der Länder und von Ausgleichsabgaben nach dem Postgesetz und von Abgaben zugunsten eines Vermittlungsdienstes für Hörgeschädigte; ;151;0;;
09;Bundesministerium für Wirtschaft und Energie;A;Sächliche Verwaltungsausgaben;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);51802;019;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;151;15000;;
09;Bundesministerium für Wirtschaft und Energie;A;Zuweisungen und Zuschüsse (ohne Investitionen);0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);68701;019;Beiträge an internationale Organisationen;nein;151;112;;
09;Bundesministerium für Wirtschaft und Energie;A;Besondere Finanzierungsausgaben;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);98201;890;Erstattungen von Gebühren für die Energieregulierung an die Länder und Ausgleichsleistungen nach dem Postgesetz und Leistungen an einen Vermittlungsdienst für Hörgeschädigte;nein;152;0;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);42101;019;Bezüge der Präsidentin oder des Präsidenten und der Vizepräsidentinnen oder der Vizepräsidenten der Bundesnetzagentur;ja;152;419;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);42201;019;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;153;102825;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);42202;019;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;153;0;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);42203;019;Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst;ja;153;158;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);42709;019;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;153;3196;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);42801;019;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;153;27865;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);45301;019;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;153;415;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);45999;019;Vermischte Personalausgaben;ja;153;860;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);51101;019;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;153;11676;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);51401;019;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;154;830;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);51701;019;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;154;7000;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);51801;019;Mieten und Pachten;ja;154;570;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);51901;019;Unterhaltung der Grundstücke und baulichen Anlagen;ja;154;400;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);52501;019;Aus- und Fortbildung;ja;154;1680;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);52701;019;Dienstreisen;ja;154;3700;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);53201;019;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;154;9679;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);53999;019;Vermischte Verwaltungsausgaben;ja;154;1115;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);54401;019;Forschung, Untersuchungen und Ähnliches;ja;155;4720;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);68609;019;Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Inland geringeren Umfangs;ja;155;2;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);71101;019;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;155;800;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);71201;019;Baumaßnahmen von mehr als 2 000 000 € im Einzelfall;ja;156;0;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);81101;019;Erwerb von Fahrzeugen;ja;156;740;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);81202;019;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;156;5378;;
09;Bundesministerium für Wirtschaft und Energie;A;;0918;Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen (Bundesnetzagentur);81203;019;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für den technischen Bereich in der Telekommunikation sowie für Verwaltungszwecke;ja;157;7991;;
10;Bundesministerium für Ernährung und Landwirtschaft;A;Zuweisungen und Zuschüsse (ohne Investitionen);1001;Landwirtschaftliche Sozialpolitik;63601;226;Zuschüsse zur Alterssicherung der Landwirte;nein;9;2152000;;
10;Bundesministerium für Ernährung und Landwirtschaft;A;Zuweisungen und Zuschüsse (ohne Investitionen);1001;Landwirtschaftliche Sozialpolitik;63602;223;Zuschüsse zur landwirtschaftlichen Unfallversicherung;nein;9;100000;;
10;Bundesministerium für Ernährung und Landwirtschaft;A;Zuweisungen und Zuschüsse (ohne Investitionen);1001;Landwirtschaftliche Sozialpolitik;63603;226;Zuschüsse zur Gewährung einer Rente an Kleinlandwirte bei Landabgabe (Landabgaberente);nein;9;28000;;
10;Bundesministerium für Ernährung und Landwirtschaft;A;Zuweisungen und Zuschüsse (ohne Investitionen);1001;Landwirtschaftliche Sozialpolitik;63604;224;Zuschüsse zur Krankenversicherung der Landwirte;nein;9;1385000;;
10;Bundesministerium für Ernährung und Landwirtschaft;A;Zuweisungen und Zuschüsse (ohne Investitionen);1001;Landwirtschaftliche Sozialpolitik;63605;229;Zuschüsse zur Zusatzaltersversorgung für Arbeitnehmer in der Land- und Forstwirtschaft;nein;10;29000;;
10;Bundesministerium für Ernährung und Landwirtschaft;A;Zuweisungen und Zuschüsse (ohne Investitionen);1001;Landwirtschaftliche Sozialpolitik;63606;229;Zuschüsse zur Förderung der Einstellung der landwirtschaftlichen Erwerbstätigkeit;nein;10;2000;;
10;Bundesministerium für Ernährung und Landwirtschaft;A;Zuweisungen und Zuschüsse (ohne Investitionen);1002;Gesundheitlicher Verbraucherschutz und Ernährung;67101;314;Erstattung der Verwaltungskosten des Bundesinstituts für Risikobewertung;nein;12;75187;;
10;Bundesministerium für Ernährung und Landwirtschaft;A;Zuweisungen und Zuschüsse (ohne Investitionen);1002;Gesundheitlicher Verbraucherschutz und Ernährung;68404;522;Information der Verbraucherinnen und Verbraucher;nein;12;16000;;
10;Bundesministerium für Ernährung und Landwirtschaft;A;Zuweisungen und Zuschüsse (ohne Investitionen);1002;Gesundheitlicher Verbraucherschutz und Ernährung;68501;522;Zuschuss an die Deutsche Gesellschaft für Ernährung e. V.;nein;13;3856;;
10;Bundesministerium für Ernährung und Landwirtschaft;A;Ausgaben für Investitionen;1002;Gesundheitlicher Verbraucherschutz und Ernährung;89301;314;Zuschüsse für Investitionen des Bundesinstituts für Risikobewertung;nein;13;10301;;
10;Bundesministerium für Ernährung und Landwirtschaft;E;Verwaltungseinnahmen;1003;Gemeinschaftsaufgabe "Verbesserung der Agrarstruktur und des Küstenschutzes";11909;521;Vermischte Einnahmen; ;26;10000;;
10;Bundesministerium für Ernährung und Landwirtschaft;E;Verwaltungseinnahmen;1003;Gemeinschaftsaufgabe "Verbesserung der Agrarstruktur und des Küstenschutzes";13301;521;Einnahmen aus Veräußerung von Vermögenswerten; ;26;0;;
